Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
LAKE MARTIN COMMUNITY HOSPITAL,10052,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LAKE MARTIN COMMUNITY HOSPITAL,10052,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LAKE MARTIN COMMUNITY HOSPITAL,10052,AL,READM-30-COPD-HRRP,Not Available,,0.9592,18.2009,18.9743,Too Few to Report,1-Jul-12,30-Jun-15
LAKE MARTIN COMMUNITY HOSPITAL,10052,AL,READM-30-HF-HRRP,Not Available,,0.9791,21.7594,22.225,Too Few to Report,1-Jul-12,30-Jun-15
LAKE MARTIN COMMUNITY HOSPITAL,10052,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LAKE MARTIN COMMUNITY HOSPITAL,10052,AL,READM-30-PN-HRRP,132,,1.0253,16.4668,16.0606,23,1-Jul-12,30-Jun-15
FLOWERS HOSPITAL,10055,AL,READM-30-AMI-HRRP,351,,0.9535,13.8729,14.549,46,1-Jul-12,30-Jun-15
FLOWERS HOSPITAL,10055,AL,READM-30-CABG-HRRP,130,,0.926,12.0247,12.9852,13,1-Jul-12,30-Jun-15
FLOWERS HOSPITAL,10055,AL,READM-30-COPD-HRRP,394,,0.893,16.3107,18.2646,57,1-Jul-12,30-Jun-15
FLOWERS HOSPITAL,10055,AL,READM-30-HF-HRRP,546,,0.9299,19.1142,20.5559,100,1-Jul-12,30-Jun-15
FLOWERS HOSPITAL,10055,AL,READM-30-HIP-KNEE-HRRP,533,,1.0874,4.7605,4.3779,27,1-Jul-12,30-Jun-15
FLOWERS HOSPITAL,10055,AL,READM-30-PN-HRRP,573,,0.876,13.8925,15.8593,73,1-Jul-12,30-Jun-15
ST VINCENT'S BIRMINGHAM,10056,AL,READM-30-AMI-HRRP,282,,1.009,15.4186,15.2803,44,1-Jul-12,30-Jun-15
ST VINCENT'S BIRMINGHAM,10056,AL,READM-30-CABG-HRRP,121,,1.1556,14.826,12.8293,23,1-Jul-12,30-Jun-15
ST VINCENT'S BIRMINGHAM,10056,AL,READM-30-COPD-HRRP,434,,1.0217,20.1753,19.746,89,1-Jul-12,30-Jun-15
ST VINCENT'S BIRMINGHAM,10056,AL,READM-30-HF-HRRP,529,,1.0258,20.8798,20.3546,112,1-Jul-12,30-Jun-15
ST VINCENT'S BIRMINGHAM,10056,AL,READM-30-HIP-KNEE-HRRP,1529,,1.1341,4.6151,4.0694,73,1-Jul-12,30-Jun-15
ST VINCENT'S BIRMINGHAM,10056,AL,READM-30-PN-HRRP,769,,0.9417,14.9597,15.8863,112,1-Jul-12,30-Jun-15
BIBB MEDICAL CENTER,10058,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BIBB MEDICAL CENTER,10058,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BIBB MEDICAL CENTER,10058,AL,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BIBB MEDICAL CENTER,10058,AL,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BIBB MEDICAL CENTER,10058,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BIBB MEDICAL CENTER,10058,AL,READM-30-PN-HRRP,76,,1.0457,16.7387,16.0069,15,1-Jul-12,30-Jun-15
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-COPD-HRRP,94,,0.9608,18.7558,19.5212,15,1-Jul-12,30-Jun-15
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-HF-HRRP,57,,1.0201,24.1049,23.63,15,1-Jul-12,30-Jun-15
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LAWRENCE MEDICAL CENTER,10059,AL,READM-30-PN-HRRP,184,,0.8855,15.898,17.9545,23,1-Jul-12,30-Jun-15
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-COPD-HRRP,356,,0.9659,18.0532,18.691,62,1-Jul-12,30-Jun-15
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-HF-HRRP,185,,1.0337,21.6085,20.9043,42,1-Jul-12,30-Jun-15
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-HIP-KNEE-HRRP,Not Available,,1.0065,4.3591,4.3311,Too Few to Report,1-Jul-12,30-Jun-15
HIGHLANDS MEDICAL CENTER,10061,AL,READM-30-PN-HRRP,346,,0.94,15.0658,16.0278,49,1-Jul-12,30-Jun-15
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-COPD-HRRP,145,,0.9529,16.6022,17.4226,21,1-Jul-12,30-Jun-15
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HF-HRRP,79,,0.9466,19.3439,20.4357,12,1-Jul-12,30-Jun-15
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WIREGRASS MEDICAL CENTER,10062,AL,READM-30-PN-HRRP,188,,0.9761,15.0068,15.3742,27,1-Jul-12,30-Jun-15
RUSSELL HOSPITAL,10065,AL,READM-30-AMI-HRRP,Not Available,,0.9422,13.3289,14.1463,Too Few to Report,1-Jul-12,30-Jun-15
RUSSELL HOSPITAL,10065,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
RUSSELL HOSPITAL,10065,AL,READM-30-COPD-HRRP,225,,0.8441,15.921,18.8616,25,1-Jul-12,30-Jun-15
RUSSELL HOSPITAL,10065,AL,READM-30-HF-HRRP,278,,0.959,20.3376,21.2074,54,1-Jul-12,30-Jun-15
RUSSELL HOSPITAL,10065,AL,READM-30-HIP-KNEE-HRRP,98,,1.2701,6.4073,5.0447,11,1-Jul-12,30-Jun-15
RUSSELL HOSPITAL,10065,AL,READM-30-PN-HRRP,406,,1.042,17.2145,16.5199,72,1-Jul-12,30-Jun-15
MEDICAL CENTER BARBOUR,10069,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MEDICAL CENTER BARBOUR,10069,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MEDICAL CENTER BARBOUR,10069,AL,READM-30-COPD-HRRP,90,,1.0356,17.5193,16.9163,18,1-Jul-12,30-Jun-15
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HF-HRRP,91,,0.951,19.8141,20.8347,15,1-Jul-12,30-Jun-15
MEDICAL CENTER BARBOUR,10069,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MEDICAL CENTER BARBOUR,10069,AL,READM-30-PN-HRRP,115,,0.9339,13.342,14.2861,12,1-Jul-12,30-Jun-15
CLAY COUNTY HOSPITAL,10073,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CLAY COUNTY HOSPITAL,10073,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CLAY COUNTY HOSPITAL,10073,AL,READM-30-COPD-HRRP,109,,0.977,17.8964,18.318,18,1-Jul-12,30-Jun-15
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HF-HRRP,75,,0.9574,19.4603,20.3265,12,1-Jul-12,30-Jun-15
CLAY COUNTY HOSPITAL,10073,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CLAY COUNTY HOSPITAL,10073,AL,READM-30-PN-HRRP,122,,0.9685,14.4164,14.8853,16,1-Jul-12,30-Jun-15
NORTHEAST ALABAMA REGIONAL MED CENTER,10078,AL,READM-30-AMI-HRRP,366,,1.0669,18.0755,16.9428,70,1-Jul-12,30-Jun-15
NORTHEAST ALABAMA REGIONAL MED CENTER,10078,AL,READM-30-CABG-HRRP,111,,1.1001,16.7176,15.1968,22,1-Jul-12,30-Jun-15
NORTHEAST ALABAMA REGIONAL MED CENTER,10078,AL,READM-30-COPD-HRRP,523,,0.8597,16.2109,18.8559,75,1-Jul-12,30-Jun-15
NORTHEAST ALABAMA REGIONAL MED CENTER,10078,AL,READM-30-HF-HRRP,639,,0.9215,20.8207,22.595,128,1-Jul-12,30-Jun-15
NORTHEAST ALABAMA REGIONAL MED CENTER,10078,AL,READM-30-HIP-KNEE-HRRP,386,,1.3843,6.1183,4.4198,30,1-Jul-12,30-Jun-15
NORTHEAST ALABAMA REGIONAL MED CENTER,10078,AL,READM-30-PN-HRRP,562,,0.9856,17.3947,17.6495,97,1-Jul-12,30-Jun-15
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-COPD-HRRP,348,,1.0824,19.2006,17.7388,72,1-Jul-12,30-Jun-15
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HF-HRRP,213,,1.0493,21.6271,20.6119,49,1-Jul-12,30-Jun-15
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-HIP-KNEE-HRRP,Not Available,,0.929,4.1546,4.4722,Too Few to Report,1-Jul-12,30-Jun-15
ATHENS LIMESTONE HOSPITAL,10079,AL,READM-30-PN-HRRP,303,,1.0955,17.5957,16.0613,58,1-Jul-12,30-Jun-15
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-AMI-HRRP,Not Available,,0.9752,17.1868,17.6244,Too Few to Report,1-Jul-12,30-Jun-15
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-COPD-HRRP,348,,0.8688,16.1133,18.5458,47,1-Jul-12,30-Jun-15
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HF-HRRP,354,,0.9878,21.3985,21.6618,75,1-Jul-12,30-Jun-15
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-HIP-KNEE-HRRP,161,,1.2266,6.1834,5.0413,14,1-Jul-12,30-Jun-15
SOUTH BALDWIN REGIONAL MEDICAL CENTER,10083,AL,READM-30-PN-HRRP,381,,1.0696,17.4589,16.3233,70,1-Jul-12,30-Jun-15
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,10085,AL,READM-30-AMI-HRRP,71,,1.0463,20.0829,19.1951,17,1-Jul-12,30-Jun-15
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,10085,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,10085,AL,READM-30-COPD-HRRP,527,,1.0449,19.7512,18.9018,107,1-Jul-12,30-Jun-15
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,10085,AL,READM-30-HF-HRRP,675,,0.9939,22.1303,22.2659,149,1-Jul-12,30-Jun-15
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,10085,AL,READM-30-HIP-KNEE-HRRP,428,,0.941,4.2482,4.5147,17,1-Jul-12,30-Jun-15
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,10085,AL,READM-30-PN-HRRP,788,,1.0496,17.954,17.1061,144,1-Jul-12,30-Jun-15
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-COPD-HRRP,188,,1.0881,19.9256,18.3127,43,1-Jul-12,30-Jun-15
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HF-HRRP,84,,0.9788,20.5923,21.0379,16,1-Jul-12,30-Jun-15
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NORTHWEST MEDICAL CENTER,10086,AL,READM-30-PN-HRRP,262,,0.9069,14.465,15.9507,33,1-Jul-12,30-Jun-15
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,10087,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,10087,AL,READM-30-CABG-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,10087,AL,READM-30-COPD-HRRP,Not Available,,1.0224,21.0107,20.5512,Too Few to Report,1-Jul-12,30-Jun-15
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,10087,AL,READM-30-HF-HRRP,Not Available,,0.9953,17.0919,17.1734,Too Few to Report,1-Jul-12,30-Jun-15
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,10087,AL,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,10087,AL,READM-30-PN-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-AMI-HRRP,64,,1.0687,18.8252,17.6155,16,1-Jul-12,30-Jun-15
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-COPD-HRRP,429,,1.0761,21.9098,20.3606,99,1-Jul-12,30-Jun-15
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HF-HRRP,231,,1.0426,22.6893,21.7626,55,1-Jul-12,30-Jun-15
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-HIP-KNEE-HRRP,261,,1.0607,5.3049,5.0014,15,1-Jul-12,30-Jun-15
WALKER BAPTIST MEDICAL CENTER,10089,AL,READM-30-PN-HRRP,371,,0.9645,16.4026,17.0058,59,1-Jul-12,30-Jun-15
PROVIDENCE HOSPITAL,10090,AL,READM-30-AMI-HRRP,238,,1.0793,15.8172,14.655,42,1-Jul-12,30-Jun-15
PROVIDENCE HOSPITAL,10090,AL,READM-30-CABG-HRRP,151,,0.9381,12.0453,12.84,16,1-Jul-12,30-Jun-15
PROVIDENCE HOSPITAL,10090,AL,READM-30-COPD-HRRP,474,,1.0344,19.5698,18.9185,95,1-Jul-12,30-Jun-15
PROVIDENCE HOSPITAL,10090,AL,READM-30-HF-HRRP,614,,0.9606,20.104,20.9277,121,1-Jul-12,30-Jun-15
PROVIDENCE HOSPITAL,10090,AL,READM-30-HIP-KNEE-HRRP,514,,1.0427,4.8993,4.6988,26,1-Jul-12,30-Jun-15
PROVIDENCE HOSPITAL,10090,AL,READM-30-PN-HRRP,685,,1.1916,19.3929,16.274,142,1-Jul-12,30-Jun-15
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-COPD-HRRP,91,,0.9762,14.822,15.1826,12,1-Jul-12,30-Jun-15
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HF-HRRP,74,,0.9547,18.5668,19.4474,11,1-Jul-12,30-Jun-15
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GROVE HILL MEMORIAL HOSPITAL,10091,AL,READM-30-PN-HRRP,Not Available,,0.9157,12.5507,13.7066,Too Few to Report,1-Jul-12,30-Jun-15
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-AMI-HRRP,480,,1.1252,17.5156,15.5672,91,1-Jul-12,30-Jun-15
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-CABG-HRRP,162,,0.9652,13.1028,13.5751,20,1-Jul-12,30-Jun-15
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-COPD-HRRP,1282,,0.9944,20.7783,20.8945,266,1-Jul-12,30-Jun-15
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-HF-HRRP,1131,,1.0439,22.9289,21.9652,262,1-Jul-12,30-Jun-15
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-HIP-KNEE-HRRP,796,,1.2099,5.4367,4.4936,47,1-Jul-12,30-Jun-15
D C H REGIONAL MEDICAL CENTER,10092,AL,READM-30-PN-HRRP,1590,,1.1109,19.3994,17.4621,314,1-Jul-12,30-Jun-15
HALE COUNTY HOSPITAL,10095,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HALE COUNTY HOSPITAL,10095,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HALE COUNTY HOSPITAL,10095,AL,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HALE COUNTY HOSPITAL,10095,AL,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HALE COUNTY HOSPITAL,10095,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HALE COUNTY HOSPITAL,10095,AL,READM-30-PN-HRRP,Not Available,,0.9697,14.6707,15.1293,Too Few to Report,1-Jul-12,30-Jun-15
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-COPD-HRRP,Not Available,,1.0054,16.9724,16.8807,Too Few to Report,1-Jul-12,30-Jun-15
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HF-HRRP,Not Available,,1.0058,18.9381,18.8285,Too Few to Report,1-Jul-12,30-Jun-15
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ELMORE COMMUNITY HOSPITAL,10097,AL,READM-30-PN-HRRP,Not Available,,0.9741,14.7241,15.1149,Too Few to Report,1-Jul-12,30-Jun-15
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-COPD-HRRP,100,,1.0872,17.6553,16.2392,23,1-Jul-12,30-Jun-15
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HF-HRRP,95,,0.9526,17.7357,18.6184,14,1-Jul-12,30-Jun-15
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
D W MCMILLAN MEMORIAL HOSPITAL,10099,AL,READM-30-PN-HRRP,191,,0.9823,13.5501,13.7949,25,1-Jul-12,30-Jun-15
THOMAS HOSPITAL,10100,AL,READM-30-AMI-HRRP,205,,0.9142,12.1758,13.3188,20,1-Jul-12,30-Jun-15
THOMAS HOSPITAL,10100,AL,READM-30-CABG-HRRP,163,,0.9059,11.2586,12.4279,15,1-Jul-12,30-Jun-15
THOMAS HOSPITAL,10100,AL,READM-30-COPD-HRRP,176,,0.8638,16.8134,19.4651,20,1-Jul-12,30-Jun-15
THOMAS HOSPITAL,10100,AL,READM-30-HF-HRRP,336,,0.9649,19.9877,20.7153,65,1-Jul-12,30-Jun-15
THOMAS HOSPITAL,10100,AL,READM-30-HIP-KNEE-HRRP,615,,1.0194,4.4921,4.4066,28,1-Jul-12,30-Jun-15
THOMAS HOSPITAL,10100,AL,READM-30-PN-HRRP,387,,0.9655,15.4463,15.9976,58,1-Jul-12,30-Jun-15
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-COPD-HRRP,143,,0.9732,16.592,17.0485,22,1-Jul-12,30-Jun-15
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HF-HRRP,139,,1.0617,22.5175,21.2094,35,1-Jul-12,30-Jun-15
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CITIZENS BAPTIST MEDICAL CENTER,10101,AL,READM-30-PN-HRRP,106,,1.0227,15.9045,15.5516,18,1-Jul-12,30-Jun-15
J PAUL JONES HOSPITAL,10102,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
J PAUL JONES HOSPITAL,10102,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
J PAUL JONES HOSPITAL,10102,AL,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
J PAUL JONES HOSPITAL,10102,AL,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
J PAUL JONES HOSPITAL,10102,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
J PAUL JONES HOSPITAL,10102,AL,READM-30-PN-HRRP,Not Available,,0.9222,13.2914,14.4132,Too Few to Report,1-Jul-12,30-Jun-15
BAPTIST MEDICAL CENTER-PRINCETON,10103,AL,READM-30-AMI-HRRP,284,,1.0615,17.0751,16.0857,52,1-Jul-12,30-Jun-15
BAPTIST MEDICAL CENTER-PRINCETON,10103,AL,READM-30-CABG-HRRP,175,,1.2089,16.1772,13.3813,35,1-Jul-12,30-Jun-15
BAPTIST MEDICAL CENTER-PRINCETON,10103,AL,READM-30-COPD-HRRP,330,,1.0072,20.7617,20.6132,69,1-Jul-12,30-Jun-15
BAPTIST MEDICAL CENTER-PRINCETON,10103,AL,READM-30-HF-HRRP,484,,1.0158,22.1143,21.771,108,1-Jul-12,30-Jun-15
BAPTIST MEDICAL CENTER-PRINCETON,10103,AL,READM-30-HIP-KNEE-HRRP,298,,0.979,4.839,4.943,14,1-Jul-12,30-Jun-15
BAPTIST MEDICAL CENTER-PRINCETON,10103,AL,READM-30-PN-HRRP,418,,0.879,15.948,18.1424,60,1-Jul-12,30-Jun-15
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-AMI-HRRP,246,,0.9253,15.2542,16.4859,33,1-Jul-12,30-Jun-15
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-CABG-HRRP,Not Available,,1.0018,13.9967,13.9722,Too Few to Report,1-Jul-12,30-Jun-15
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-COPD-HRRP,227,,1.0552,20.8742,19.7818,51,1-Jul-12,30-Jun-15
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HF-HRRP,315,,0.938,19.9593,21.2795,59,1-Jul-12,30-Jun-15
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HIP-KNEE-HRRP,454,,1.1505,5.3405,4.6418,27,1-Jul-12,30-Jun-15
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-PN-HRRP,268,,1.0597,17.5396,16.5511,50,1-Jul-12,30-Jun-15
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-COPD-HRRP,254,,0.9374,17.4084,18.5712,40,1-Jul-12,30-Jun-15
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HF-HRRP,163,,1.0252,21.1577,20.6377,36,1-Jul-12,30-Jun-15
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-PN-HRRP,246,,1.0486,18.1,17.2605,47,1-Jul-12,30-Jun-15
